uuid;text_ca_ES;text_en_GB;text_es_ES;awhUuid;awhExternalId;awhFirstName;awhLastName;awhRolePureId; awhRoleUri; awhRole_term_text_ca_ES;awhRole_term_text_en_GB;awhRole_term_text_es_ES
4793bca0-6140-4eb6-a4bc-2832263fb312;New geochemical approach to reconstruct tropical palaeo-atmospheric dynamics (PALADYN);New geochemical approach to reconstruct tropical palaeo-atmospheric dynamics (PALADYN);New geochemical approach to reconstruct tropical palaeo-atmospheric dynamics (PALADYN);9526ebc9-7650-4d82-800d-8ab8b80cbe8a;1109729;Antoni;Rosell Mele;5038;/dk/atira/pure/award/roles/award/pi;Investigador/a principal;Principal Investigator;Investigador/a principal
